kind,title,year,jurisdiction,ministry,act,act_title
notification,"No. 103/GST-2 Notification to insert explanation regarding Bus Body Building in Notification No. 46/ST-2, dated 30-06-2017 under the HGST Act, 2017 (Hindi & English).",2019,Haryana,,,
notification,"No. 104 ST 2 Amendment in Notification No. 36 ST 2 dated 30.06.2017 regarding tax free goods under section 11(1) of the HGST Act,2017",2017,Haryana,,,
notification,"No. 104/GST-2 Notification regarding amendment of notification No. 36/ST-2, dated 30.06.2017 under HGST Act, 2017",2018,Haryana,,,
notification,"No. 104/GST-2 Removal of Difficulties Order under section 172 so as to extend the last date for filing of appeals before the GST Appellate Tribunal against orders of Appellate Authority on account of non-constitution of benches of the Appellate Tribunal under the HGST Act, 2017",2019,Haryana,,,
notification,"No. 105 ST 2 Order under section 172 regarding removal of difficulty in section 10 for composite supply in HGST Act,2017",2017,Haryana,,,
notification,No. 105/GST-2 Notification to exempt the supply of gold by nominated agencies to exporters of gold jewellery,2018,Haryana,,,
notification,"No. 106/GST-2 Notification regarding amendment of notification No. 46/ST-2, dated 30.06.2017 under HGST Act, 2017",2018,Haryana,,,
notification,"No. 107 ST 2 Notification under section 148 of the HGST Act, 2017 notifying registered persons with turnover not exceeding 1.5 crore and not opted for composition as class of persons who shall pay State Tax on outward supply as specified in clause (a) of subsection (2) of section 12 of the HGST Act,2017",2017,Haryana,,,
notification,"No. 107/GST-2 Notification regarding amendment of notification No. 47/ST-2, dated 30.06.2017 under HGST Act, 2017",2018,Haryana,,,
notification,"No. 107/GST-2 Notification under section 146 of notify the common portal for the purpose of e-invoice under the HGST Act, 2017",2019,Haryana,,integrated-goods-services-tax-act-2017,"The Integrated Goods and Services Tax Act, 2017"
notification,"No. 108 ST 2 Amendment in Notification No. 42/ST- 2 dated 30.06.2017 under section 11(1) of the HGST Act, 2017",2017,Haryana,,,
notification,"No. 108/GST-2 Notification regarding amendment of notification No. 48/ST-2, dated 30.06.2017 under HGST Act, 2017",2018,Haryana,,,
notification,"No. 108/GST-2 Notification under rule 48 of HGST Rules to notify the class of registered person required to issue e-invoice under the HGST Act, 2017",2019,Haryana,,,
notification,"No. 109 ST 2 Amendment in Notification No. 83/ST-2 dated 22.09.2017 under section 23(2) of the HGST Act, 2017",2017,Haryana,,,
notification,"No. 109/GST-2 Notification to insert explanation in notification No. 46/ST-2, dated 30.06.2017 under section 11(3) of HGST Act, 2017",2018,Haryana,,,
notification,"No. 109/GST-2 Notification under section 164 to give effect to the provisions of rule 46 of the HGST Rules, 2017 under the HGST Act, 2017",2019,Haryana,,,
notification,"No. 11 ST 2 Notification regarding Amendment in Notification No. 35/ST-2, dated 30.06.2017 under the HGST Act, 2017",2018,Haryana,,,
notification,"No. 11/GST 2 Notification to fully waive the amount of late fees leviable on account of delayed furnishing of FORM GSTR-1 for the period July, 2017 to September, 2018 in specified cases under the HGST Act, 2017",2019,Haryana,,,
notification,"No. 11/GST-2 Amendment of notification no. 35/ST-2 dated 30.06.2017 to notify uniform rate of 28 on Lottery under the HGST Act, 2017",2020,Haryana,,,
notification,"No. 11/GST-2 Corrigendum to Notification No.07/ST-1/H.A. 6/2003/S.59/ 2021 dated the 10th March, 2021 under the Haryana Goods and Services Act 2017, Section 174 (2)",2021,Haryana,,,
notification,"No. 110 ST 2 Notification for Cross Empowerment under section 6(1) of the HGST Act, 2017 for purposes under section 54,55 to the proper officer of the CGST Act, 2017",2017,Haryana,,,
notification,"No. 110/GST-2 Notification under rule 46 of HGST Rules, 2017 to notify the class of registered person required to issue invoice having QR Code under the HGST Act, 2017",2019,Haryana,,,
notification,No. 1107-Ft.-4-2019/ 7330,2019,Haryana,,,
notification,No. 1107-Ft.-4-2019/ 7334,2019,Haryana,,,
notification,"No. 111 ST 2 Notification under section 9(1) of the HGST Act, 2017 prescribing rate of tax @ 2.5 on intra supply of goods i.e. food preparations distributed free to the weaker section by the Governments",2017,Haryana,,,
notification,"No. 111 ST 2 Notification under section 9(1) of the HGST Act, 2017 prescribing rate of tax @ 2.5 on intra supply of goods i.e. food preparations distributed free to the weaker section by the Governments",2017,Haryana,,,
notification,"No. 111/GST-2 Amendment of notification no. 35/ST-2, dated 30.06.2017 under the HGST Act, 2017",2019,Haryana,,,
notification,"No. 112 ST 2 Notification under section 96 of the HGST Act, 2017 constituting authority of advance ruling for the State under the Act",2017,Haryana,,,
notification,"No. 112/GST-2 Amendment of notification no. 47/ST-2, dated 30.06.2017 under the HGST Act, 2017",2019,Haryana,,,
notification,No. 1122 Ft.58/1195,1958,Haryana,,,
notification,No. 1122-Ft-58/1195,1958,Haryana,,indian-forest-act-1927,"The Indian Forest Act, 1927"
notification,No. 1122-Ft-58/1195,1958,Haryana,,indian-forest-act-1927,"The Indian Forest Act, 1927"
notification,No. 1122-Ft-58/1195,1958,Haryana,,indian-forest-act-1927,"The Indian Forest Act, 1927"
notification,"No. 113 ST 2 Notification under section 99 of the HGST Act, 2017 constituting appellate authority for advance ruling for the State under the Act",2017,Haryana,,,
notification,"No. 113/GST-2 Amendment of notification no. 48/ST-2, dated 30.06.2017 under the HGST Act, 2017",2019,Haryana,,,
notification,"No. 115 ST 2 Notification under section 147 of the HGST Act, 2017 notifying certain supply of goods as deemed exports",2017,Haryana,,,
notification,"No. 116 ST 2 Notification under clause(g) of sub-rule (2) of rule 89 of the HGST Rules, 2017 notifying the evidences",2017,Haryana,,,
notification,"No. 117 ST 2 Notification under Section 11(1) of HGST Act, 2017 regarding 0.05 rate of State tax on the Goods sold to an exporters with certain conditions",2017,Haryana,,,
notification,"No. 118 ST 2 Notification under section 128 of the HGST Act, 2017 for waiver of penalty under section 47 or late filing of GSTR-3B for the months of August and September, 2017",2017,Haryana,,,
notification,"No. 12 ST 2 Notification regarding Amendment in Notification No. 35/ST-2, dated 30.06.2017 (with effect from 15.11.2017) under the HGST Act, 2017",2018,Haryana,,,
notification,"No. 12/GST 2 Notification to specify the late fee payable for delayed filing of FORM GSTR-3B and fully waive the amount of late fees leviable on account of delayed furnishing of FORM GSTR-3B for the period July, 2017 to September, 2018 in specified cases under the HGST Act, 2017",2019,Haryana,,,
notification,"No. 12/GST-2 Amendment of notification no.103/GST-2, dated 15.12.2020 to waive penalty payable for non-compliance of provisions of Notification No.18/GST-2, date 31.03.2020 under the Haryana Goods and Services Act 2017",2024,Haryana,,,
notification,"No. 120 ST 2 Amendment in Notification No. 36/ST-2 dated 30.06.2017 under HGST Act, 2017",2017,Haryana,,,
notification,"No. 121 ST 2 Amendment in Notification No. 38/ST-2 dated 30.06.2017 under HGST Act, 2017",2017,Haryana,,,
notification,"No. 122 ST 2 Amendment in Notification No. 39/ST-2 dated 30.06.2017 under HGST Act, 2017",2017,Haryana,,,
notification,"No. 123 ST 2 Amendment in Notification No. 46/ST-2 dated 30.06.2017 under HGST Act, 2017",2017,Haryana,,,
notification,"No. 124 ST 2 Amendment in Notification No. 47/ST-2 dated 30.06.2017 under HGST Act, 2017",2017,Haryana,,,
notification,No. 125 ST 2 Notification regarding prescribing 2.5 concessional HGST rates on certain goods supplied to a specific public funded research institutes and subject to specified condition,2017,Haryana,,,
notification,"No. 126 ST 2 Amendment in Notification No. 35/ST-2 dated 30.06.2017 under HGST Act, 2017",2017,Haryana,,,
notification,"No. 127 ST 2 Notification to mandate the furnishing of return in FORM GSTR-3B till March, 2018 by the 20th of the succeeding month under HGST Act, 2017",2017,Haryana,,,
notification,No. 129 ST 2 Notification to prescribe quarterly furnishing of FORM GSTR-1 for those taxpayers with aggregate turnover of upto Rs. 1.5 Crore,2017,Haryana,,,
notification,No. 1297-R-11-95/16933,1995,Haryana,,,
notification,"No. 13 ST 2 Notification regarding Amendment in Notification No. 36/ST-2, dated 30.06.2017 under the HGST Act, 2017",2018,Haryana,,,
notification,"No. 13/GST 2 Notification to fully waive the amount of late fees leviable on account of delayed furnishing of FORM GSTR-4 for the period July, 2017 to September, 2018 under the HGST Act, 2017",2019,Haryana,,,
notification,"No. 13/GST-2 Amendment of notification no. 46/ST-2, dated 30.06.2017 under the HGST Act, 2017",2020,Haryana,,,
notification,"No. 130 ST 2 Notification to limit the maximum late fee payable for delayed filing of return in FORM GSTR-3B from October, 2017 onwards",2017,Haryana,,,
notification,No. 131 ST 2 Notification to exempt suppliers of services through E-Commerce platform from obtaining compulsory registration,2017,Haryana,,,
notification,No. 132 ST 2 Notification to exempt all taxpayers from payment of tax on advances received in case of supply of Goods,2017,Haryana,,,
notification,"No. 14 ST 2 Corrigendum in Haryana Government, Excise & Taxation Department, Notification No. 126/ST-2 dated 14.11.2017",2018,Haryana,,,
notification,"No. 14/GST-2 Amendment of notification no. 35/ST-2, dated 30.06.2017 under the HGST Act, 2017",2020,Haryana,,,
notification,No. 1463-Ft-1-2019/13429,2019,Haryana,,indian-forest-act-1927,"The Indian Forest Act, 1927"
notification,"No. 15/GST 2 Amendment of Notification No.115/ST-2, dated 18.10.2017 to amend the meaning of Advance Authorisation under section 147 of HGST Act, 2017",2019,Haryana,,,
notification,"No. 15/GST-2 Notification under section 148 to provide special procedure for corporate debtors undergoing the corporate insolvency resolution process under the Insolvency and Bankruptcy Code, 2016 under the HGST Act, 2017",2020,Haryana,,insolvency-bankruptcy-code-2016,"The Insolvency and Bankruptcy Code, 2016."
notification,No. 16 ST 2 Reduction of late fee in case of delayed filing of form GSTR-1,2018,Haryana,,,
notification,"No. 16/GST 2 Notification to bring into force the HGST (Amendment) Act, 2018",2019,Haryana,,,
notification,"No. 16/GST-2 Notification under section 148 to waive off the requirement for furnishing FORM GSTR-1 for 2019-20 for taxpayers who could not opt for availing the option of special composition scheme under notification No.32/GST-2, dated 08.03.2019 under the HGST Act, 2017",2020,Haryana,,,
notification,No. 17 ST 2 Reduction of late fee in case of delayed filing of form GSTR-5,2018,Haryana,,,
notification,"No. 17/GST-2 Notification to exempt certain class of registered persons from issuing e-invoices and the date for implementation of e-invoicing extended to 01.10.2020 under the HGST Act, 2017",2020,Haryana,,,
notification,"No. 17/GST-2 Notification to extend the due date of furnishing FORM GSTR-1 for April, 2021 under the HGST Act, 2017",2021,Haryana,,,
notification,No. 171-ft-(vi)-62/5096,1962,Haryana,,,
notification,No. 18 ST 2 Reduction of late fee in case of delayed filing of form GSTR-5A,2018,Haryana,,,
notification,"No. 18/GST 2 Notification to amend Notification No.34/ST-2, dated 30.06.2017 so as to align the rates for Composition Scheme with HGST Rules, 2017 under HGST Act, 2017",2019,Haryana,,,
notification,"No. 18/GST-2 Notification to exempt certain class of registered persons capturing dynamic QR code and the date for implementation of QR Code to be extended to 01.10.2020 under the HGST Act, 2017",2020,Haryana,,,
notification,No. 1886-Ft-VI (Fee)-66/3543,1966,Haryana,,indian-forest-act-1927,"The Indian Forest Act, 1927"
notification,No. 1886-Ft-VI (Fee)-66/3543,1966,Haryana,,indian-forest-act-1927,"The Indian Forest Act, 1927"
notification,No. 19 ST 2 Reduction of late fee in case of delayed filing of form GSTR-6,2018,Haryana,,,
notification,"No. 19/GST 2 Notification to amend Notification No.131/ST-2, dated 22.112017 in view of bringing into effect the amendments in the HGST Act, 2017 under HGST Act, 2017",2019,Haryana,,,
notification,No. 1934 ft.,1946,Haryana,,,
notification,No. 1934 ft.,1946,Haryana,,,
notification,No. 2/C.W.L.W.H.,1974,Haryana,,wild-life-protection-act-1972,"The Wild Life (Protection) Act, 1972"
notification,"No. 20 ST 2 Amendment of notification No. 26/ST-2 dated 22.06.2017 for notifying e-way bill website under the HGST Act, 2017",2018,Haryana,,,
notification,"No. 20/GST 2 Notification to rescind Notification No.42/ST-2, dated 30.06.2017 in view of bringing into effect the amendments in the HGST Act, 2017 (regarding RCM on supplies by unregistered person) under HGST Act, 2017",2019,Haryana,,,
notification,"No. 20/GST-2 Notification under section 25(6D) to specify the class of persons who shall be exempted from aadhar authentication under the HGST Act, 2017",2020,Haryana,,,
notification,"No. 21 ST 2 Notification regarding amendment in notification No. 46/ST-2, dated 30.06.2017 under HGST Act, 2017",2018,Haryana,,,
notification,"No. 21/GST 2 Removal of Difficulty order under Section 172 of the HGST Act, 2017 to supersede Removal of Difficulties Order No.105/ST-2, dated the 13.10.2017 in view of the amendment to Section 10 of the HGST Act, 2017 (regarding allowing registered persons opting for Composition Scheme to supply services up to a limit) coming into force w.e.f. 01.02.2019 under the HGST Act, 2017",2019,Haryana,,,
notification,"No. 21/GST-2 Notification under section 25(6B) to notify the date from which an individual shall undergo authentication, of Aadhaar number in order to be eligible for registration under the HGST Act, 2017",2020,Haryana,,,
notification,"No. 22 ST 2 Notification regarding amendment in notification No. 47/ST-2, dated 30.06.2017 under HGST Act, 2017",2018,Haryana,,,
